date,WML
2024-05-20,0.11
2024-05-21,0.68
2024-05-22,-0.19
2024-05-23,0.64
2024-05-24,0.55
2024-05-27,-0.28
2024-05-28,-0.01
2024-05-29,0.52
2024-05-30,-0.39
2024-05-31,0.16
2024-06-03,-0.36
2024-06-04,-0.46
2024-06-05,0.4
2024-06-06,0.13
2024-06-07,-0.02
2024-06-10,0.74
2024-06-11,-0.16
2024-06-12,0.61
2024-06-13,-0.25
2024-06-14,-0.25
2024-06-17,0.42
2024-06-18,0.53
2024-06-19,0.51
2024-06-20,0.3
2024-06-21,-0.27
2024-06-24,-0.23
2024-06-25,0.05
2024-06-26,0.37
2024-06-27,0.73
2024-06-28,0.32
2024-07-01,0.15
2024-07-02,-0.02
2024-07-03,-0.12
2024-07-04,-0.04
2024-07-05,-0.29
2024-07-08,0.55
2024-07-09,0.3
2024-07-10,-0.18
2024-07-11,-0.52
2024-07-12,0.1
2024-07-15,0.55
2024-07-16,0.55
2024-07-17,-1.69
2024-07-18,-1.0
2024-07-19,0.8
2024-07-22,0.14
2024-07-23,0.83
2024-07-24,-0.47
2024-07-25,-0.72
2024-07-26,0.13
2024-07-29,0.47
2024-07-30,0.34
2024-07-31,0.1
2024-08-01,-0.42
2024-08-02,-1.63
2024-08-05,-0.33
2024-08-06,0.56
2024-08-07,0.15
2024-08-08,0.42
2024-08-09,0.74
2024-08-12,0.17
2024-08-13,0.31
2024-08-14,0.24
2024-08-15,0.26
2024-08-16,0.25
2024-08-19,-0.24
2024-08-20,0.22
2024-08-21,-0.12
2024-08-22,0.33
2024-08-23,-0.18
2024-08-26,-0.33
2024-08-27,0.2
2024-08-28,0.39
2024-08-29,0.14
2024-08-30,0.31
2024-09-02,-0.01
2024-09-03,-0.26
2024-09-04,0.05
2024-09-05,-0.51
2024-09-06,0.13
2024-09-09,0.48
2024-09-10,0.6
2024-09-11,0.25
2024-09-12,0.81
2024-09-13,-0.14
2024-09-16,0.51
2024-09-17,-0.62
2024-09-18,-0.21
2024-09-19,0.5
2024-09-20,0.9
2024-09-23,0.16
2024-09-24,-0.99
2024-09-25,0.16
2024-09-26,-1.08
2024-09-27,-1.35
2024-09-30,0.45
2024-10-01,-0.24
2024-10-02,-0.05
2024-10-03,0.08
2024-10-04,0.0
2024-10-07,-0.4
2024-10-08,1.36
2024-10-09,0.15
2024-10-10,-0.24
2024-10-11,0.61
2024-10-14,0.76
2024-10-15,0.76
2024-10-16,0.47
2024-10-17,0.08
2024-10-18,-0.72
2024-10-21,0.01
2024-10-22,-0.2
2024-10-23,-0.07
2024-10-24,-0.18
2024-10-25,-0.01
2024-10-28,0.46
2024-10-29,0.37
2024-10-30,0.22
2024-10-31,-0.29
2024-11-01,0.24
2024-11-04,-0.11
2024-11-05,0.48
2024-11-06,0.58
2024-11-07,-0.38
2024-11-08,0.83
2024-11-11,0.32
2024-11-12,0.43
2024-11-13,0.27
2024-11-14,-0.64
2024-11-15,-0.33
2024-11-18,0.04
2024-11-19,0.55
2024-11-20,0.41
2024-11-21,0.54
2024-11-22,0.0
2024-11-25,-0.92
2024-11-26,0.27
2024-11-27,0.19
2024-11-28,-0.09
2024-11-29,0.05
2024-12-02,0.41
2024-12-03,0.4
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,-0.87
2024-12-09,-1.69
2024-12-10,0.03
2024-12-11,0.43
2024-12-12,0.12
2024-12-13,0.36
2024-12-16,0.83
2024-12-17,-0.47
2024-12-18,0.1
2024-12-19,0.34
2024-12-20,-0.12
2024-12-23,-0.08
2024-12-24,0.14
2024-12-25,0.01
2024-12-26,-0.07
2024-12-27,-0.39
2024-12-30,-0.1
2024-12-31,-0.29
